,out_degree,in_degree,out_degree_centrality,in_degree_centrality,avg_trust_given,avg_trust_received,total_trust_given,total_trust_received,trust_ratio,positive_trust_given_count,negative_trust_given_count,positive_trust_received_count,negative_trust_received_count,positive_trust_given_avg,negative_trust_given_avg,trust_selectivity,betweenness_centrality,eigenvector_centrality,community
2374,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.0,3,2,1.5,2,0,2,0,1.5,0.0,0.25,1.9384970548376317e-07,0.0007662689254768274,2
3187,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0007136712494307386,2
2377,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,1.2370064736077672e-06,0.0009498102556225965,2
1173,5,6,0.001322401481089659,0.0015868817773075907,1.0,1.0,5,6,0.8333333333333334,5,0,6,0,1.0,0.0,0.0,3.7295096809133514e-06,0.0011183486322538945,3
657,8,8,0.0021158423697434543,0.0021158423697434543,1.5,1.5,12,12,1.0,8,0,8,0,1.5,0.0,1.75,0.0007768225594130409,0.005254599262762205,8
297,9,9,0.002380322665961386,0.002380322665961386,2.3333333333333335,3.0,21,27,0.7777777777777778,9,0,9,0,2.3333333333333335,0.0,2.4444444444444446,0.0005766111902098316,0.0073980462995731685,6
610,7,9,0.0018513620735255225,0.002380322665961386,1.7142857142857142,1.4444444444444444,12,13,0.9230769230769231,7,0,9,0,1.7142857142857142,0.0,0.20408163265306126,0.00012836009262294463,0.003881261512624426,13
990,5,6,0.001322401481089659,0.0015868817773075907,1.2,1.1666666666666667,6,7,0.8571428571428571,5,0,6,0,1.2,0.0,0.16000000000000006,0.0005181870293330512,0.0022877190543944595,17
1076,2,3,0.0005289605924358636,0.0007934408886537954,1.5,2.0,3,6,0.5,2,0,3,0,1.5,0.0,0.25,0.0,0.00354413728240833,17
7371,6,7,0.0015868817773075907,0.0018513620735255225,1.0,-0.2857142857142857,6,-2,-3.0,6,0,6,1,1.0,0.0,0.0,6.505945954331805e-06,-0.00802826075896375,13
1399,2,2,0.0005289605924358636,0.0005289605924358636,2.0,2.0,4,4,1.0,2,0,2,0,2.0,0.0,1.0,7.78795724573092e-06,0.001162555494599564,8
1926,2,1,0.0005289605924358636,0.0002644802962179318,1.5,2.0,3,2,1.5,2,0,1,0,1.5,0.0,0.25,4.992834582690516e-08,0.0020687741678619208,17
1019,0,1,0.0,0.0002644802962179318,0.0,7.0,0,7,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.007240709587516724,8
601,3,5,0.0007934408886537954,0.001322401481089659,3.3333333333333335,2.8,10,14,0.7142857142857143,3,0,5,0,3.3333333333333335,0.0,6.888888888888889,4.517970581139976e-06,0.009187476600939484,17
7448,0,1,0.0,0.0002644802962179318,0.0,-10.0,0,-10,-0.0,0,0,0,1,0.0,0.0,0.0,0.0,-0.010343870839309606,8
1047,2,2,0.0005289605924358636,0.0005289605924358636,6.5,3.5,13,7,1.8571428571428572,2,0,2,0,6.5,0.0,2.25,0.0,0.0016447100390231293,3
947,3,3,0.0007934408886537954,0.0007934408886537954,2.6666666666666665,2.6666666666666665,8,8,1.0,3,0,3,0,2.6666666666666665,0.0,2.8888888888888893,0.00024080441192316358,0.0033751124555198688,5
742,3,3,0.0007934408886537954,0.0007934408886537954,2.6666666666666665,3.6666666666666665,8,11,0.7272727272727273,3,0,3,0,2.6666666666666665,0.0,1.5555555555555554,1.0251769952429812e-05,0.0028482877514981564,5
2914,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.00065327691403942,5
2906,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.00065327691403942,5
2399,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.0006766998028365942,5
3108,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00065327691403942,5
2967,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00065327691403942,5
2577,2,1,0.0005289605924358636,0.0002644802962179318,1.0,1.0,2,1,2.0,2,0,1,0,1.0,0.0,0.0,9.202967882124238e-07,0.00065327691403942,5
1141,2,2,0.0005289605924358636,0.0005289605924358636,3.0,3.0,6,6,1.0,2,0,2,0,3.0,0.0,4.0,6.529431463695395e-06,0.0006629579551847487,16
793,5,5,0.001322401481089659,0.001322401481089659,2.0,2.0,10,10,1.0,5,0,5,0,2.0,0.0,0.8,0.0002448608556624025,0.000876988817325084,5
2841,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00065327691403942,5
2840,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00065327691403942,5
2162,1,1,0.0002644802962179318,0.0002644802962179318,1.0,2.0,1,2,0.5,1,0,1,0,1.0,0.0,0.0,0.0,0.00130655382807884,5
7456,1,1,0.0002644802962179318,0.0002644802962179318,1.0,-10.0,1,-10,-0.1,1,0,0,1,1.0,0.0,0.0,0.0,-0.0065327691403942,5
618,1,2,0.0002644802962179318,0.0005289605924358636,10.0,6.5,10,13,0.7692307692307693,1,0,2,0,10.0,0.0,0.0,5.035668279761318e-05,0.0019842212882082576,5
7392,0,2,0.0,0.0005289605924358636,0.0,-1.5,0,-3,-0.0,0,0,1,1,0.0,0.0,0.0,0.0,-0.0004906177492150532,16
2313,0,1,0.0,0.0002644802962179318,0.0,2.0,0,2,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00130655382807884,5
2232,0,1,0.0,0.0002644802962179318,0.0,2.0,0,2,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00130655382807884,5
3310,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00065327691403942,5
3044,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00065327691403942,5
1728,1,2,0.0002644802962179318,0.0005289605924358636,2.0,1.5,2,3,0.6666666666666666,1,0,2,0,2.0,0.0,0.0,0.0,0.0007697398948398954,5
7454,0,1,0.0,0.0002644802962179318,0.0,-10.0,0,-10,-0.0,0,0,0,1,0.0,0.0,0.0,0.0,-0.0065327691403942,5
2111,2,2,0.0005289605924358636,0.0005289605924358636,5.5,1.0,11,2,5.5,2,0,2,0,5.5,0.0,20.25,4.693858892798453e-07,0.0004106604457426161,17
2070,1,1,0.0002644802962179318,0.0002644802962179318,10.0,2.0,10,2,5.0,1,0,1,0,10.0,0.0,0.0,0.0,0.0007256171553932663,17
7533,2,2,0.0005289605924358636,0.0005289605924358636,2.0,-10.0,4,-20,-0.2,2,0,0,2,2.0,0.0,1.0,1.6171910130328431e-06,-0.0034897880468522232,8
784,8,6,0.0021158423697434543,0.0015868817773075907,1.75,1.6666666666666667,14,10,1.4,8,0,6,0,1.75,0.0,0.6875,0.00026911224488147714,0.0015288954545008913,8
785,10,11,0.002644802962179318,0.0029092832583972497,1.8,0.9090909090909091,18,10,1.8,10,0,10,1,1.8,0.0,1.5600000000000003,0.00029780881889260747,0.0009272444468825881,3
515,5,6,0.001322401481089659,0.0015868817773075907,3.0,2.6666666666666665,15,16,0.9375,5,0,6,0,3.0,0.0,12.4,0.001579228074523943,0.0015525131690172994,20
2016,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0007256171553932663,17
240,9,9,0.002380322665961386,0.002380322665961386,2.5555555555555554,3.6666666666666665,23,33,0.696969696969697,9,0,9,0,2.5555555555555554,0.0,7.358024691358024,0.0003001905482501683,-0.006234084765118645,8
1276,6,5,0.0015868817773075907,0.001322401481089659,1.0,1.0,6,5,1.2,6,0,5,0,1.0,0.0,0.0,1.2773931514181948e-05,0.0005486033976999221,19
1125,2,2,0.0005289605924358636,0.0005289605924358636,3.0,3.0,6,6,1.0,2,0,2,0,3.0,0.0,4.0,0.0,-0.00025288969172668896,8
2630,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00036280857769663315,17
1001,7,7,0.0018513620735255225,0.0018513620735255225,1.0,1.0,7,7,1.0,7,0,7,0,1.0,0.0,0.0,7.242095453459412e-05,0.0008048852668279411,8
924,0,3,0.0,0.0007934408886537954,0.0,2.6666666666666665,0,8,0.0,0,0,3,0,0.0,0.0,0.0,0.0,0.004414663996608971,17
2873,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00036280857769663315,17
1243,4,3,0.0010579211848717272,0.0007934408886537954,-1.0,1.6666666666666667,-4,5,-0.8,3,1,3,0,2.0,-10.0,27.0,2.520222825848903e-05,0.0010920048575718234,17
792,13,13,0.0034382438508331133,0.0034382438508331133,0.23076923076923078,0.7692307692307693,3,10,0.3,12,1,12,1,1.0833333333333333,-10.0,8.792899408284022,0.001326532435753064,0.0019791940715320508,8
2891,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0009206197780548704,17
3033,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0009206197780548704,17
2140,1,2,0.0002644802962179318,0.0005289605924358636,1.0,1.0,1,2,0.5,1,0,2,0,1.0,0.0,0.0,0.0,0.0013639164221826575,17
2126,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,4.13152295996243e-06,0.0010438430790958436,17
1279,3,4,0.0007934408886537954,0.0010579211848717272,1.3333333333333333,1.25,4,5,0.8,3,0,4,0,1.3333333333333333,0.0,0.2222222222222222,1.3753393490639215e-05,0.0016281550402530462,17
1718,4,2,0.0010579211848717272,0.0005289605924358636,1.75,1.5,7,3,2.3333333333333335,4,0,2,0,1.75,0.0,0.1875,1.677574237030223e-05,0.0011203271601435433,17
1717,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,7.260386661971783e-06,0.0013583027085060137,17
1628,5,3,0.001322401481089659,0.0007934408886537954,1.0,1.0,5,3,1.6666666666666667,5,0,3,0,1.0,0.0,0.0,1.268955284291852e-05,0.00044875411017703264,17
2531,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0009206197780548704,17
717,6,6,0.0015868817773075907,0.0015868817773075907,1.6666666666666667,1.8333333333333333,10,11,0.9090909090909091,6,0,6,0,1.6666666666666667,0.0,2.222222222222222,0.00166478609851674,0.0017403704616701836,17
1077,4,4,0.0010579211848717272,0.0010579211848717272,1.5,1.5,6,6,1.0,4,0,4,0,1.5,0.0,0.75,7.770426256248268e-06,0.002760727777500035,10
1600,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,0.0,0.0013452945105435533,17
989,1,2,0.0002644802962179318,0.0005289605924358636,1.0,3.5,1,7,0.14285714285714285,1,0,2,0,1.0,0.0,0.0,0.0,0.0016526518859974648,17
1224,3,4,0.0007934408886537954,0.0010579211848717272,1.6666666666666667,1.25,5,5,1.0,3,0,4,0,1.6666666666666667,0.0,0.2222222222222222,6.017310589976536e-05,0.002003744588142297,17
1214,1,3,0.0002644802962179318,0.0007934408886537954,1.0,1.6666666666666667,1,5,0.2,1,0,3,0,1.0,0.0,0.0,2.4256696824902066e-06,0.0020885059350627564,17
2314,1,2,0.0002644802962179318,0.0005289605924358636,1.0,1.0,1,2,0.5,1,0,2,0,1.0,0.0,0.0,9.425778330994421e-07,0.0011566441552182058,17
2919,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0009206197780548704,17
606,2,4,0.0005289605924358636,0.0010579211848717272,1.0,3.25,2,13,0.15384615384615385,2,0,4,0,1.0,0.0,0.0,1.297023266526376e-05,0.0007924683029143587,17
5415,1,0,0.0002644802962179318,0.0,2.0,0.0,2,0,0.0,1,0,0,0,2.0,0.0,0.0,0.0,1.0032476747078571e-33,10
2979,2,1,0.0005289605924358636,0.0002644802962179318,1.0,1.0,2,1,2.0,2,0,1,0,1.0,0.0,0.0,0.0,3.376665217096196e-05,1
7526,2,3,0.0005289605924358636,0.0007934408886537954,2.0,-6.333333333333333,4,-19,-0.21052631578947367,2,0,1,2,2.0,0.0,1.0,0.0,-0.005768482309267775,10
863,16,15,0.004231684739486909,0.003967204443268977,1.5625,0.6,25,9,2.7777777777777777,16,0,14,1,1.5625,0.0,0.37109375,0.0007136961259809512,0.0028493570678714197,3
992,5,5,0.001322401481089659,0.001322401481089659,1.4,1.4,7,7,1.0,5,0,5,0,1.4,0.0,0.24,1.4464084819614507e-05,0.0008186492523608317,17
2155,3,2,0.0007934408886537954,0.0005289605924358636,0.6666666666666666,1.0,2,2,1.0,2,1,2,0,1.5,-1.0,1.5555555555555554,0.00024080441192316358,0.0009186589137727044,2
2241,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,2.266374111868821e-06,0.0008060992452750894,20
2579,2,1,0.0005289605924358636,0.0002644802962179318,1.0,1.0,2,1,2.0,2,0,1,0,1.0,0.0,0.0,0.0,2.7806334418181638e-05,17
912,6,5,0.0015868817773075907,0.001322401481089659,1.5,1.6,9,8,1.125,6,0,5,0,1.5,0.0,0.25,3.1647328834007066e-05,0.0005855742420807432,17
715,12,11,0.0031737635546151815,0.0029092832583972497,1.4166666666666667,1.0,17,11,1.5454545454545454,12,0,11,0,1.4166666666666667,0.0,1.2430555555555551,7.419331177115135e-05,0.0017314012051611722,17
1618,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,0.0001873464506802946,0.0008245862224721657,17
1795,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,1.058980024913024e-05,0.0005496452371687515,17
1791,2,1,0.0005289605924358636,0.0002644802962179318,2.0,3.0,4,3,1.3333333333333333,2,0,1,0,2.0,0.0,1.0,0.0,0.0003094365080855258,5
1779,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,2.996879091630502e-06,0.0004773163900454177,2
1783,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.0,3,3,1.0,3,0,3,0,1.0,0.0,0.0,1.7714854479084987e-06,0.0005100741304100634,20
1778,2,3,0.0005289605924358636,0.0007934408886537954,-4.5,1.0,-9,3,-3.0,1,1,3,0,1.0,-10.0,30.25,0.0002006421235039813,0.0004567275365054628,23
2936,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0004557774880500685,18
1328,7,8,0.0018513620735255225,0.0021158423697434543,1.8571428571428572,0.625,13,5,2.6,7,0,7,1,1.8571428571428572,0.0,0.6938775510204082,1.237394655063804e-05,0.0002100789867524187,16
1899,0,1,0.0,0.0002644802962179318,0.0,3.0,0,3,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0013673324641502054,18
2078,0,2,0.0,0.0005289605924358636,0.0,1.0,0,2,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0004557774880500685,18
5392,1,2,0.0002644802962179318,0.0005289605924358636,1.0,0.0,1,0,0.0,1,0,1,1,1.0,0.0,0.0,1.7017746088533768e-06,-0.00035946830255733996,18
7378,0,2,0.0,0.0005289605924358636,0.0,-1.0,0,-2,-0.0,0,0,1,1,0.0,0.0,0.0,0.0,-0.001746169822442809,18
7584,4,7,0.0010579211848717272,0.0018513620735255225,-10.0,-6.0,-40,-42,0.9523809523809523,0,4,2,5,0.0,-10.0,0.0,6.392747139109156e-06,-0.023163517001211137,16
608,6,5,0.0015868817773075907,0.001322401481089659,3.6666666666666665,2.6,22,13,1.6923076923076923,6,0,5,0,3.6666666666666665,0.0,9.888888888888891,1.8104591322756238e-05,0.00012025414300760678,17
445,6,5,0.0015868817773075907,0.001322401481089659,3.1666666666666665,3.6,19,18,1.0555555555555556,6,0,5,0,3.1666666666666665,0.0,10.472222222222223,0.0003202271762264612,0.0026866255412752735,17
1729,1,1,0.0002644802962179318,0.0002644802962179318,3.0,3.0,3,3,1.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0011358928879480273,17
803,6,6,0.0015868817773075907,0.0015868817773075907,2.0,1.6666666666666667,12,10,1.2,6,0,6,0,2.0,0.0,0.0,6.47980760923847e-05,0.0009699880928913181,5
476,10,10,0.002644802962179318,0.002644802962179318,1.3,1.7,13,17,0.7647058823529411,10,0,10,0,1.3,0.0,0.20999999999999996,0.013507888719494562,0.001337655882820703,8
1429,1,1,0.0002644802962179318,0.0002644802962179318,2.0,4.0,2,4,0.5,1,0,1,0,2.0,0.0,0.0,0.0,0.0015145238505973695,17
662,3,2,0.0007934408886537954,0.0005289605924358636,4.0,6.0,12,12,1.0,3,0,2,0,4.0,0.0,8.666666666666666,3.29161753097865e-07,0.003009671922343181,17
340,13,14,0.0034382438508331133,0.003702724147051045,1.6153846153846154,1.7142857142857142,21,24,0.875,13,0,14,0,1.6153846153846154,0.0,0.3905325443786982,0.0016348447956777896,0.0013649574399726388,17
2541,1,1,0.0002644802962179318,0.0002644802962179318,10.0,1.0,10,1,10.0,1,0,1,0,10.0,0.0,0.0,0.0,0.0005841627577262282,17
865,7,6,0.0018513620735255225,0.0015868817773075907,1.8571428571428572,1.5,13,9,1.4444444444444444,7,0,6,0,1.8571428571428572,0.0,1.2653061224489794,7.233725481423138e-05,0.0013225927831643077,3
920,7,7,0.0018513620735255225,0.0018513620735255225,1.0,1.1428571428571428,7,8,0.875,7,0,7,0,1.0,0.0,0.0,0.0003214872549505973,0.0008556321758145538,8
1106,6,5,0.0015868817773075907,0.001322401481089659,1.1666666666666667,1.2,7,6,1.1666666666666667,6,0,5,0,1.1666666666666667,0.0,0.13888888888888887,6.452580999120807e-06,0.0015640890040481204,8
2502,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0005841627577262282,17
1947,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,1.5055728085160962e-06,0.0006293124244964649,17
533,3,3,0.0007934408886537954,0.0007934408886537954,4.666666666666667,5.0,14,15,0.9333333333333333,3,0,3,0,4.666666666666667,0.0,14.888888888888891,0.00024252038799336847,0.0007222583680150608,6
1404,4,4,0.0010579211848717272,0.0010579211848717272,1.0,1.0,4,4,1.0,4,0,4,0,1.0,0.0,0.0,1.4780186761627877e-05,0.0014612468196018972,17
1928,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,2.5201926941199746e-07,0.0005973428053307572,8
1623,2,3,0.0005289605924358636,0.0007934408886537954,1.0,1.0,2,3,0.6666666666666666,2,0,3,0,1.0,0.0,0.0,3.769868461080828e-06,0.0005168414587417698,17
1943,0,2,0.0,0.0005289605924358636,0.0,1.0,0,2,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0006054228422063279,2
1933,0,2,0.0,0.0005289605924358636,0.0,1.0,0,2,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0011966065718735353,8
7395,0,4,0.0,0.0010579211848717272,0.0,-1.0,0,-4,-0.0,0,0,2,2,0.0,0.0,0.0,0.0,-0.00746352822895831,17
7520,5,6,0.001322401481089659,0.0015868817773075907,4.4,-2.8333333333333335,22,-17,-1.2941176470588236,5,0,2,4,4.4,0.0,10.64,0.0003531701156971659,-0.006637305097796709,17
7571,4,6,0.0010579211848717272,0.0015868817773075907,4.75,-5.0,19,-30,-0.6333333333333333,4,0,1,5,4.75,0.0,0.6875,0.00019930012447550395,-0.010271558188353586,17
7576,2,6,0.0005289605924358636,0.0015868817773075907,-10.0,-5.166666666666667,-20,-31,0.6451612903225806,0,2,1,5,0.0,-10.0,0.0,3.6734695192635595e-06,-0.010851722476605524,17
3015,1,1,0.0002644802962179318,0.0002644802962179318,9.0,1.0,9,1,9.0,1,0,1,0,9.0,0.0,0.0,0.0,0.00024874892694642757,1
3035,4,1,0.0010579211848717272,0.0002644802962179318,6.25,1.0,25,1,25.0,4,0,1,0,6.25,0.0,9.1875,0.0,3.571160150185532e-06,1
1801,1,1,0.0002644802962179318,0.0002644802962179318,5.0,3.0,5,3,1.6666666666666667,1,0,1,0,5.0,0.0,0.0,0.0,0.0007462467808392828,1
1827,2,1,0.0005289605924358636,0.0002644802962179318,1.5,3.0,3,3,1.0,2,0,1,0,1.5,0.0,0.25,0.0,0.0007462467808392828,1
2258,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.0,3,2,1.5,2,0,2,0,1.5,0.0,0.25,2.766361516206337e-06,0.0003935242448617185,1
1530,3,3,0.0007934408886537954,0.0007934408886537954,2.0,1.3333333333333333,6,4,1.5,3,0,3,0,2.0,0.0,0.6666666666666666,1.028116342381483e-06,0.00045657475277250954,1
1805,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,8.568377197578415e-06,0.0006101541545597656,1
3178,3,1,0.0007934408886537954,0.0002644802962179318,1.0,1.0,3,1,3.0,3,0,1,0,1.0,0.0,0.0,4.79553456808344e-06,0.00024874892694642757,1
2718,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00024874892694642757,1
3102,2,1,0.0005289605924358636,0.0002644802962179318,1.0,1.0,2,1,2.0,2,0,1,0,1.0,0.0,0.0,0.0,0.00024874892694642757,1
2303,1,1,0.0002644802962179318,0.0002644802962179318,1.0,2.0,1,2,0.5,1,0,1,0,1.0,0.0,0.0,0.0,0.0004974978538928551,1
3063,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00024874892694642757,1
2272,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.0003383924650501034,1
3032,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00024874892694642757,1
1803,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.5,2,3,0.6666666666666666,2,0,2,0,1.0,0.0,0.0,0.0,0.0004280360031537792,1
3308,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00024874892694642757,1
3303,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00024874892694642757,1
3174,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00024874892694642757,1
3065,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.00024874892694642757,1
2116,1,1,0.0002644802962179318,0.0002644802962179318,3.0,2.0,3,2,1.5,1,0,1,0,3.0,0.0,0.0,0.0,0.00043768293045114327,17
169,24,21,0.006347527109230363,0.005554086220576567,3.375,2.0952380952380953,81,44,1.8409090909090908,24,0,21,0,3.375,0.0,0.734375,0.011122644495391581,0.0006656282253183045,8
2114,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.00043768293045114327,17
1235,8,9,0.0021158423697434543,0.002380322665961386,1.25,0.5555555555555556,10,5,2.0,8,0,8,1,1.25,0.0,0.1875,0.0007285531011334369,-0.001145116046545234,16
2741,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00021884146522557164,17
1920,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,5.738287325585892e-07,0.0002394267752958654,17
2734,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00021884146522557164,17
1473,4,4,0.0010579211848717272,0.0010579211848717272,1.0,1.0,4,4,1.0,4,0,4,0,1.0,0.0,0.0,5.105402164325165e-06,0.0005179392909572271,10
2677,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00021884146522557164,17
568,13,11,0.0034382438508331133,0.0029092832583972497,1.3076923076923077,1.2727272727272727,17,14,1.2142857142857142,13,0,11,0,1.3076923076923077,0.0,0.36686390532544366,0.0007400542508019255,0.001625214266565757,3
7402,4,5,0.0010579211848717272,0.001322401481089659,0.25,-1.0,1,-5,-0.2,3,1,4,1,1.3333333333333333,-3.0,3.6875,2.8505317032890675e-05,0.0006151306504638483,17
7511,3,4,0.0007934408886537954,0.0010579211848717272,1.0,-3.75,3,-15,-0.2,3,0,1,3,1.0,0.0,0.0,1.125345273191828e-06,-0.0007567078398979202,17
1094,2,4,0.0005289605924358636,0.0010579211848717272,1.0,1.5,2,6,0.3333333333333333,2,0,4,0,1.0,0.0,0.0,4.467553109278444e-06,0.00020344463235612205,17
1420,1,3,0.0002644802962179318,0.0007934408886537954,1.0,1.3333333333333333,1,4,0.25,1,0,3,0,1.0,0.0,0.0,2.9728142452303447e-06,0.0010009145073944152,3
830,6,6,0.0015868817773075907,0.0015868817773075907,2.0,1.6666666666666667,12,10,1.2,6,0,6,0,2.0,0.0,2.0,5.498692743888481e-05,0.0021974502555542085,2
3289,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0005270027029378718,2
1874,0,2,0.0,0.0005289605924358636,0.0,1.5,0,3,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.002459959910975289,2
7436,1,3,0.0002644802962179318,0.0007934408886537954,1.0,-2.6666666666666665,1,-8,-0.125,1,0,2,1,1.0,0.0,0.0,1.6397420462065011e-06,0.0004944207871631147,15
1241,7,5,0.0018513620735255225,0.001322401481089659,2.5714285714285716,1.0,18,5,3.6,7,0,5,0,2.5714285714285716,0.0,9.387755102040815,0.00025334892795746144,0.0004270333367604221,8
633,4,3,0.0010579211848717272,0.0007934408886537954,6.0,4.333333333333333,24,13,1.8461538461538463,4,0,3,0,6.0,0.0,3.5,5.042786946014942e-06,0.0012723072580445491,5
875,2,4,0.0005289605924358636,0.0010579211848717272,4.0,2.25,8,9,0.8888888888888888,2,0,4,0,4.0,0.0,4.0,7.55806152085672e-05,0.0013583511561545043,20
721,6,5,0.0015868817773075907,0.001322401481089659,2.3333333333333335,2.2,14,11,1.2727272727272727,6,0,5,0,2.3333333333333335,0.0,2.555555555555556,2.8438068641875354e-05,0.0010197539642113386,10
