,out_degree,in_degree,out_degree_centrality,in_degree_centrality,avg_trust_given,avg_trust_received,total_trust_given,total_trust_received,trust_ratio,positive_trust_given_count,negative_trust_given_count,positive_trust_received_count,negative_trust_received_count,positive_trust_given_avg,negative_trust_given_avg,trust_selectivity,betweenness_centrality,eigenvector_centrality,community,cluster,pca_x,pca_y,tsne_x,tsne_y
3428,4,4,0.0010579211848717272,0.0010579211848717272,1.75,0.25,7,1,7.0,4,0,2,2,1.75,0.0,1.6875,4.322171973047422e-05,-0.0004378808899687213,6,1,-0.3262241150201564,0.48475666026958314,7.65701,54.880894
400,4,7,0.0010579211848717272,0.0018513620735255225,7.0,3.0,28,21,1.3333333333333333,4,0,5,2,7.0,0.0,1.5,3.699132666638181e-05,-3.756814333317157e-06,6,3,-0.14797565359856368,1.4722896565229069,23.319164,46.801544
7368,0,1,0.0,0.0002644802962179318,0.0,-1.0,0,-1,-0.0,0,0,0,1,0.0,0.0,0.0,0.0,-0.00035412587951199324,6,1,-0.7146237440408519,-1.130496680918234,16.505932,-41.14584
7366,0,1,0.0,0.0002644802962179318,0.0,-1.0,0,-1,-0.0,0,0,0,1,0.0,0.0,0.0,0.0,-0.00035412587951199324,6,1,-0.7146237440408519,-1.130496680918234,16.507902,-41.144207
7560,7,10,0.0018513620735255225,0.002644802962179318,3.142857142857143,-2.6,22,-26,-0.8461538461538461,7,0,2,8,3.142857142857143,0.0,2.122448979591837,7.873677104378573e-05,-0.004483938035206755,6,1,0.4214054017578861,-2.3547879984734204,33.754578,-36.8412
7393,0,4,0.0,0.0010579211848717272,0.0,-0.75,0,-3,-0.0,0,0,1,3,0.0,0.0,0.0,0.0,-0.0001185983518336428,6,1,-0.4615114005275788,-1.468611651320453,19.013683,-38.124302
55,27,34,0.007140967997884159,0.00899233007140968,2.1481481481481484,3.235294117647059,58,110,0.5272727272727272,26,1,32,2,2.6153846153846154,-10.0,10.570644718792867,0.0031627065113576966,0.018384552598429787,20,0,3.0109981213106836,0.21981386875475348,43.236843,-3.0922763
80,27,34,0.007140967997884159,0.00899233007140968,1.2592592592592593,2.411764705882353,34,82,0.4146341463414634,24,3,31,3,2.6666666666666665,-10.0,21.080932784636484,0.012223842436299112,0.006320237776469628,3,0,4.186432602053921,-0.9213940829332534,47.96821,7.0952125
1249,9,10,0.002380322665961386,0.002644802962179318,2.5555555555555554,0.5,23,5,4.6,8,1,8,2,3.0,-1.0,9.135802469135802,0.0005200992103529307,0.008038729571065814,3,1,0.48721964976673304,0.08458126626861474,30.156187,16.896397
369,9,12,0.002380322665961386,0.0031737635546151815,0.7777777777777778,1.8333333333333333,7,22,0.3181818181818182,8,1,11,1,2.125,-10.0,15.728395061728397,0.0007225489025876604,0.0033068665628255317,10,1,0.6918344678782221,-0.860282216596634,42.572506,-13.070357
7379,0,2,0.0,0.0005289605924358636,0.0,-1.0,0,-2,-0.0,0,0,1,1,0.0,0.0,0.0,0.0,-0.0010538816369945647,6,1,-0.6640579637583031,-1.1304764734375723,18.610409,-40.3411
2445,1,1,0.0002644802962179318,0.0002644802962179318,10.0,1.0,10,1,10.0,1,0,1,0,10.0,0.0,0.0,0.0,0.0006627513749035412,17,3,-0.811201842986459,3.606754557153966,16.215702,58.82697
779,4,4,0.0010579211848717272,0.0010579211848717272,2.5,2.5,10,10,1.0,4,0,4,0,2.5,0.0,1.25,1.2008120385384096e-06,0.00561650828180663,17,1,-0.35978401223070533,0.6652021082980772,12.636366,23.669592
442,15,11,0.003967204443268977,0.0029092832583972497,0.06666666666666667,1.6363636363636365,1,18,0.05555555555555555,13,2,11,0,1.6153846153846154,-10.0,16.32888888888889,0.0007212131858039031,0.0042178830183236486,17,1,0.9595190593405654,-0.957150248951679,42.10292,-13.811326
993,4,4,0.0010579211848717272,0.0010579211848717272,1.75,1.75,7,7,1.0,4,0,4,0,1.75,0.0,1.6875,1.4044903438003864e-05,0.003267169669457428,17,1,-0.3616678531773818,0.27667338142398,3.5502322,14.432708
655,8,8,0.0021158423697434543,0.0021158423697434543,1.5,1.5,12,12,1.0,8,0,8,0,1.5,0.0,1.0,0.0002439062048706118,0.0042163216181842185,17,1,0.06258836419084492,0.2448905254454436,13.653577,4.5728126
1664,1,1,0.0002644802962179318,0.0002644802962179318,3.0,3.0,3,3,1.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0019882541247106234,17,1,-0.6955898086254281,0.8962417042925303,20.891855,33.66341
565,5,6,0.001322401481089659,0.0015868817773075907,1.8,2.3333333333333335,9,14,0.6428571428571429,5,0,6,0,1.8,0.0,0.56,3.431280108807999e-05,0.003451741897361807,17,1,-0.213701495799089,0.4309768783074884,9.172806,17.311289
470,3,4,0.0007934408886537954,0.0010579211848717272,2.6666666666666665,4.25,8,17,0.47058823529411764,3,0,4,0,2.6666666666666665,0.0,1.5555555555555554,0.010150832133376437,0.002650821245632655,17,1,0.6200736480422601,1.1440487792971974,44.34011,13.826168
101,16,26,0.004231684739486909,0.0068764877016662266,2.5625,2.730769230769231,41,71,0.5774647887323944,16,0,26,0,2.5625,0.0,2.74609375,0.0011078958602059633,-0.01252512970956417,17,1,1.4680931650549456,0.661588956081141,31.369413,3.3756282
2003,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0013255027498070824,17,1,-0.6996103463456642,0.4226452981774235,-8.5319605,27.313896
1983,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0013255027498070824,17,1,-0.6996103463456642,0.4226452981774235,-8.5319605,27.313896
1640,2,2,0.0005289605924358636,0.0005289605924358636,1.5,1.5,3,3,1.0,2,0,2,0,1.5,0.0,0.25,4.161138859417032e-05,0.0013319394716816769,17,1,-0.5906609134672399,0.1886494928852542,-11.094444,9.45061
1925,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0013255027498070824,17,1,-0.6996103463456642,0.4226452981774235,-8.5319605,27.313896
3194,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0006627513749035412,17,1,-0.7036308840659004,-0.05095110793768314,-78.03697,-2.9507282
2340,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,9.085224956523995e-06,0.0007406948893726003,13,1,-0.6004098451401667,-0.039357318209261555,-36.589645,-23.149221
2954,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0006627513749035412,17,1,-0.7036308840659004,-0.05095110793768314,-78.03697,-2.9507282
2206,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,3.246486964576952e-06,0.0016961789785361996,10,1,-0.5976881972236397,-0.03232861211640673,-34.07342,-15.878647
2950,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0006627513749035412,17,1,-0.7036308840659004,-0.05095110793768314,-78.03697,-2.9507282
2944,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0006627513749035412,17,1,-0.7036308840659004,-0.05095110793768314,-78.03697,-2.9507282
2930,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0006627513749035412,17,1,-0.7036308840659004,-0.05095110793768314,-78.03697,-2.9507282
1326,4,4,0.0010579211848717272,0.0010579211848717272,2.5,1.25,10,5,2.0,4,0,4,0,2.5,0.0,2.75,1.1132616682018886e-05,0.002330323988388106,19,1,-0.3644023406203114,0.45424482058152293,5.6701565,41.154953
926,9,11,0.002380322665961386,0.0029092832583972497,1.2222222222222223,0.7272727272727273,11,8,1.375,9,0,10,1,1.2222222222222223,0.0,0.39506172839506176,0.00037240997365294075,0.0017643011695437434,8,1,0.3054595172861326,-0.10951435885001758,25.677189,-8.325336
2565,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0006627513749035412,17,1,-0.7036308840659004,-0.05095110793768314,-78.03697,-2.9507282
2556,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0006627513749035412,17,1,-0.7036308840659004,-0.05095110793768314,-78.03697,-2.9507282
850,9,9,0.002380322665961386,0.002380322665961386,1.0,1.0,9,9,1.0,9,0,9,0,1.0,0.0,0.0,0.001124095168131067,0.0018952129978879377,17,1,0.22978695951056746,0.06397078830148811,13.390798,0.39237627
537,8,8,0.0021158423697434543,0.0021158423697434543,1.5,1.875,12,15,0.8,8,0,8,0,1.5,0.0,0.5,0.00015144182429944602,0.002471975031989445,17,1,0.044258987253801285,0.3050331698660312,12.84163,5.224643
1093,2,3,0.0005289605924358636,0.0007934408886537954,1.0,2.0,2,6,0.3333333333333333,2,0,3,0,1.0,0.0,0.0,1.083031625614765e-06,0.0012071142496698614,17,1,-0.5348182418236443,0.08634989165693882,-17.241676,-5.1149244
298,12,14,0.0031737635546151815,0.003702724147051045,1.8333333333333333,1.9285714285714286,22,27,0.8148148148148148,12,0,14,0,1.8333333333333333,0.0,1.305555555555556,0.0021285201366453062,0.005299554482831349,17,1,0.7764059696441438,0.47204562205038125,21.93066,4.55786
1610,1,2,0.0002644802962179318,0.0005289605924358636,1.0,1.5,1,3,0.3333333333333333,1,0,2,0,1.0,0.0,0.0,0.0,0.000688746580006377,17,1,-0.642770123600011,-0.04183789625899361,-8.485935,-23.63667
1083,7,6,0.0018513620735255225,0.0015868817773075907,1.0,1.0,7,6,1.1666666666666667,7,0,6,0,1.0,0.0,0.0,0.0001443002993762631,0.0020357019792064893,17,1,-0.12608910790349429,0.049070820521005955,8.725012,-2.053396
1917,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,2.3789666953689248e-06,0.0008381182929853646,20,1,-0.6007457583647202,-0.03874312175587877,-36.334923,-22.179451
1914,3,2,0.0007934408886537954,0.0005289605924358636,1.0,1.0,3,2,1.5,3,0,2,0,1.0,0.0,0.0,1.0509480675024319e-05,0.000666273489465888,8,1,-0.5543033496620119,0.04805463928907963,-25.99864,16.667994
1212,4,3,0.0010579211848717272,0.0007934408886537954,1.0,1.6666666666666667,4,5,0.8,4,0,3,0,1.0,0.0,0.0,0.0002506504492055242,0.0010685184929294896,6,1,-0.4174584312690437,0.10194770760307599,-10.416317,-18.645283
1910,1,2,0.0002644802962179318,0.0005289605924358636,1.0,1.0,1,2,0.5,1,0,2,0,1.0,0.0,0.0,0.0,0.0009248920319691953,17,1,-0.6469053263905574,-0.12607895606539044,1.2271103,-28.346039
134,11,18,0.0029092832583972497,0.004760645331922772,0.0,3.1666666666666665,0,57,0.0,9,2,18,0,2.2222222222222223,-10.0,22.727272727272727,0.001017999705413843,0.012547854604403125,10,4,1.2973389002228821,-0.8424783932200446,44.36972,-15.939987
1407,0,2,0.0,0.0005289605924358636,0.0,2.0,0,4,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0020192340005540372,17,1,-0.6750265305091415,-0.2207401441901336,-8.680653,-44.64121
2077,1,2,0.0002644802962179318,0.0005289605924358636,1.0,1.0,1,2,0.5,1,0,2,0,1.0,0.0,0.0,6.919474350507899e-06,0.0006793678320711774,20,1,-0.6470607133960602,-0.12779420743407596,1.8313363,-27.712208
1427,4,4,0.0010579211848717272,0.0010579211848717272,1.0,1.0,4,4,1.0,4,0,4,0,1.0,0.0,0.0,5.348334004593047e-05,0.001275592491428685,3,1,-0.39002293863097015,-0.012903055597636333,1.927998,-8.021424
406,17,17,0.00449616503570484,0.00449616503570484,1.8823529411764706,1.1764705882352942,32,20,1.6,17,0,16,1,1.8823529411764706,0.0,0.809688581314879,0.00173493452143203,-0.000506988855358071,8,1,1.148807342462734,0.2526533276106647,29.937773,-3.119891
607,4,5,0.0010579211848717272,0.001322401481089659,1.5,2.6,6,13,0.46153846153846156,4,0,5,0,1.5,0.0,0.25,2.9606036951987627e-05,0.004830792114927082,17,1,-0.3108185705453584,0.40242456747146965,-13.76553,0.80379176
1300,2,2,0.0005289605924358636,0.0005289605924358636,2.5,2.5,5,5,1.0,2,0,2,0,2.5,0.0,2.25,0.0,0.004732753244706421,10,1,-0.5527462875397844,0.5917699586740376,14.104835,25.768179
1746,2,2,0.0005289605924358636,0.0005289605924358636,2.5,1.5,5,3,1.6666666666666667,2,0,2,0,2.5,0.0,0.25,0.0,0.0020163314972250846,10,1,-0.6025344005933164,0.5445864715286303,8.199886,36.614895
1735,1,1,0.0002644802962179318,0.0002644802962179318,3.0,3.0,3,3,1.0,1,0,1,0,3.0,0.0,0.0,0.0,0.0031002828108979757,10,1,-0.6917401301704169,0.9045359226422649,21.12857,34.03365
2125,1,1,0.0002644802962179318,0.0002644802962179318,3.0,2.0,3,2,1.5,1,0,1,0,3.0,0.0,0.0,0.0,0.0020668552072653167,10,1,-0.7061663882059591,0.7522640258072172,12.349047,36.319073
212,17,19,0.00449616503570484,0.0050251256281407045,2.8823529411764706,2.0,49,38,1.2894736842105263,17,0,19,0,2.8823529411764706,0.0,0.3391003460207613,0.0018118137963692002,0.007811533777814936,8,1,1.2409756758947077,0.9313333547384849,29.648203,3.2140608
1304,3,3,0.0007934408886537954,0.0007934408886537954,2.0,1.6666666666666667,6,5,1.2,3,0,3,0,2.0,0.0,0.0,2.3177624996306695e-06,0.0025450180808463643,10,1,-0.49488233209120974,0.41080046767049694,-1.1552128,18.450745
344,8,9,0.0021158423697434543,0.002380322665961386,5.625,2.6666666666666665,45,24,1.875,8,0,9,0,5.625,0.0,19.234375,0.00033257520899198707,0.002092530946924668,8,3,0.3562522591601248,0.8194550685232097,33.246937,27.750866
660,10,10,0.002644802962179318,0.002644802962179318,1.5,1.2,15,12,1.25,10,0,10,0,1.5,0.0,0.25,8.343815727683611e-05,0.004040079156026756,17,1,0.23540612427154106,0.2695259686327962,17.000446,2.6874049
934,6,6,0.0015868817773075907,0.0015868817773075907,1.3333333333333333,1.3333333333333333,8,8,1.0,6,0,6,0,1.3333333333333333,0.0,0.2222222222222223,4.606537510176783e-05,0.002268604600035203,10,1,-0.179499120539016,0.16229473296166688,4.7259197,3.606385
5140,1,2,0.0002644802962179318,0.0005289605924358636,1.0,0.0,1,0,0.0,1,0,1,1,1.0,0.0,0.0,0.0,0.0010038614575378039,15,1,-0.6061571732966738,-0.6408546642058326,15.694859,-30.169489
1305,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.6666666666666667,3,5,0.6,3,0,3,0,1.0,0.0,0.0,9.224281266704058e-07,0.00351590193050088,5,1,-0.48197287963106245,0.07746479409695979,-10.572636,-19.340723
1490,3,3,0.0007934408886537954,0.0007934408886537954,1.3333333333333333,1.3333333333333333,4,4,1.0,3,0,3,0,1.3333333333333333,0.0,0.2222222222222222,0.00024080441192316358,0.0014394456789080241,2,1,-0.4689392010679895,0.12679539358451597,-5.949708,3.6409032
1489,3,3,0.0007934408886537954,0.0007934408886537954,1.0,1.3333333333333333,3,4,0.75,3,0,3,0,1.0,0.0,0.0,0.0,0.0021793853030324757,10,1,-0.4902141964712265,0.01654867302300319,-8.643831,-18.908075
2143,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.0015611662359348065,10,1,-0.5984814758149825,-0.03339005967916388,-34.224686,-16.451817
1732,3,3,0.0007934408886537954,0.0007934408886537954,2.3333333333333335,1.0,7,3,2.3333333333333335,3,0,3,0,2.3333333333333335,0.0,3.555555555555556,1.8918296432994684e-06,0.001814486465744859,10,1,-0.4604810681934171,0.3609171995286415,5.3423705,42.342827
2738,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.0010334276036326584,10,1,-0.7023476579142299,-0.048186368487771566,-69.44979,19.645441
2105,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,2.2922468938131715e-06,0.0007999237893007298,20,1,-0.6008866870647859,-0.03902945479814192,-36.509747,-22.5344
1989,3,2,0.0007934408886537954,0.0005289605924358636,1.0,1.0,3,2,1.5,3,0,2,0,1.0,0.0,0.0,0.00048160882384632716,4.1693307789310324e-05,8,1,-0.5091762924488442,0.0512954329511144,-25.642855,15.681688
580,9,13,0.002380322665961386,0.0034382438508331133,1.1111111111111112,1.0769230769230769,10,14,0.7142857142857143,9,0,13,0,1.1111111111111112,0.0,0.09876543209876544,0.000728127793871628,0.004897396711314526,8,1,0.4153321975470628,0.09350121213739095,18.032984,1.059017
516,11,11,0.0029092832583972497,0.0029092832583972497,1.4545454545454546,1.4545454545454546,16,16,1.0,11,0,10,1,1.4545454545454546,0.0,1.3388429752066118,0.0004426609914142851,0.0019108236289220545,8,1,0.4311053706102603,0.020867531194761528,25.636143,-6.4540443
2797,0,1,0.0,0.0002644802962179318,0.0,1.0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0010334276036326584,10,1,-0.7394463273587278,-0.46021877525787597,-11.123751,-62.221264
243,7,5,0.0018513620735255225,0.001322401481089659,4.857142857142857,6.6,34,33,1.0303030303030303,6,1,5,0,5.833333333333333,-1.0,13.551020408163266,2.93264153080556e-05,0.0026257872810951663,5,3,0.08260182745167609,1.5644465436731565,35.590576,25.236187
872,3,3,0.0007934408886537954,0.0007934408886537954,4.333333333333333,3.0,13,9,1.4444444444444444,3,0,3,0,4.333333333333333,0.0,11.555555555555557,1.0390028614573625e-06,0.0008550491445474492,5,3,-0.34103570440954545,0.7839003903055448,31.908583,25.84423
1170,2,2,0.0005289605924358636,0.0005289605924358636,4.5,3.0,9,6,1.5,2,0,2,0,4.5,0.0,12.25,0.0,0.0008651284937550208,5,3,-0.4345796566870159,0.7912198610063329,32.14079,25.975716
860,2,2,0.0005289605924358636,0.0005289605924358636,4.5,4.5,9,9,1.0,2,0,2,0,4.5,0.0,12.25,0.0,0.001217325845940983,5,3,-0.41850229165536423,1.0518539222877703,33.500984,25.884182
1306,1,1,0.0002644802962179318,0.0002644802962179318,7.0,5.0,7,5,1.4,1,0,1,0,7.0,0.0,0.0,0.0,0.0007124644757836149,5,3,-0.7114032086326062,2.3734239279394314,26.56206,49.48365
220,9,12,0.002380322665961386,0.0031737635546151815,3.111111111111111,3.0833333333333335,28,37,0.7567567567567568,9,0,12,0,3.111111111111111,0.0,5.432098765432099,0.00011741960186180343,0.0029208058540089446,5,1,0.37370756014997203,0.7684978147656625,23.063297,19.21109
690,6,7,0.0015868817773075907,0.0018513620735255225,3.3333333333333335,1.7142857142857142,20,12,1.6666666666666667,5,1,6,1,4.2,-1.0,8.88888888888889,0.000428110604030798,-0.002343471270028115,5,1,0.10817732430561898,0.17090024349160082,29.679863,19.679985
868,2,2,0.0005289605924358636,0.0005289605924358636,4.5,4.5,9,9,1.0,2,0,2,0,4.5,0.0,0.25,0.00024080441192316358,0.0007137756781493603,5,3,-0.5676272063471548,1.5933384194172002,27.810131,42.26373
1130,5,4,0.001322401481089659,0.0010579211848717272,1.8,1.5,9,6,1.5,5,0,4,0,1.8,0.0,2.560000000000001,0.00023355916510673825,0.0004936376749282069,5,1,-0.29285921494044637,0.26362734447632563,6.0632534,15.596686
2199,2,2,0.0005289605924358636,0.0005289605924358636,3.0,1.0,6,2,3.0,2,0,2,0,3.0,0.0,1.0,0.0,0.00029917385608362696,5,1,-0.6124588135876953,0.7249204675725532,3.9998012,50.77333
1800,1,1,0.0002644802962179318,0.0002644802962179318,3.0,3.0,3,3,1.0,1,0,1,0,3.0,0.0,0.0,0.0,0.000427478685470169,5,1,-0.7009929818134824,0.8846004467883309,21.62448,33.42731
2228,1,1,0.0002644802962179318,0.0002644802962179318,3.0,2.0,3,2,1.5,1,0,1,0,3.0,0.0,0.0,0.0,0.00028498579031344595,5,1,-0.7123349559680028,0.7389737085712611,12.236208,35.92898
866,9,7,0.002380322665961386,0.0018513620735255225,1.6666666666666667,1.2857142857142858,15,9,1.6666666666666667,9,0,7,0,1.6666666666666667,0.0,0.4444444444444444,0.0003708059601919322,0.0005290613810256029,8,1,0.044142143651219844,0.3463925912954731,12.371367,8.538825
1703,3,2,0.0007934408886537954,0.0005289605924358636,1.3333333333333333,1.5,4,3,1.3333333333333333,3,0,2,0,1.3333333333333333,0.0,0.2222222222222222,7.885058294181647e-05,0.00042853536677881,5,1,-0.542234166667696,0.20399640137397826,-9.965318,13.911993
1564,2,2,0.0005289605924358636,0.0005289605924358636,1.5,2.0,3,4,0.75,2,0,2,0,1.5,0.0,0.25,1.572268008258903e-05,0.0007990270853413658,5,1,-0.589680160256274,0.2565225632466842,-12.6508045,3.6663034
1526,3,3,0.0007934408886537954,0.0007934408886537954,2.6666666666666665,1.3333333333333333,8,4,2.0,3,0,3,0,2.6666666666666665,0.0,2.8888888888888893,3.04551566599149e-07,0.0004806101762539841,5,1,-0.47232689573366204,0.48234455923868935,6.394924,41.025978
1164,5,5,0.001322401481089659,0.001322401481089659,1.2,1.2,6,6,1.0,5,0,5,0,1.2,0.0,0.16000000000000006,3.7635602887361858e-06,0.0005187675753099694,5,1,-0.2929620070307837,0.07799307057476002,2.0443308,1.0907516
2200,1,1,0.0002644802962179318,0.0002644802962179318,2.0,2.0,2,2,1.0,1,0,1,0,2.0,0.0,0.0,0.0,0.00028498579031344595,5,1,-0.7032124618043671,0.4148844598412907,-7.2298813,30.296984
2803,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.00014249289515672297,5,1,-0.7173842705642027,0.35158021345998913,-10.049777,51.899433
7372,8,9,0.0021158423697434543,0.002380322665961386,1.125,-0.2222222222222222,9,-2,-4.5,7,1,7,2,1.4285714285714286,-1.0,0.859375,0.0004040525843560433,0.0087128944763691,19,1,0.3122579890996458,-1.5579202546628934,23.914154,-32.284122
630,6,5,0.0015868817773075907,0.001322401481089659,2.5,2.6,15,13,1.1538461538461537,6,0,5,0,2.5,0.0,6.25,0.00013636076488187106,0.0006819213485894839,5,1,-0.14079723031837804,0.4696615040889224,24.755419,21.940226
2091,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.00023781770457960273,8,1,-0.6030627122461176,-0.043260436053619726,-39.14102,-29.154802
1271,3,3,0.0007934408886537954,0.0007934408886537954,1.6666666666666667,1.6666666666666667,5,5,1.0,3,0,3,0,1.6666666666666667,0.0,0.2222222222222222,4.540064159668353e-06,0.0011211012156820087,8,1,-0.4931822357697684,0.27667706699889977,-0.800103,13.1045065
2693,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00014249289515672297,5,1,-0.7054319417952518,-0.05483152710574958,-56.95037,-21.502003
729,10,8,0.002644802962179318,0.0021158423697434543,1.1,1.375,11,11,1.0,9,1,8,0,1.3333333333333333,-1.0,1.29,0.0009019999328994913,0.004239019086974296,17,1,0.28853386757344,0.0778437197061086,16.317368,-1.2334607
2086,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.00023781770457960273,8,1,-0.6030627122461176,-0.043260436053619726,-39.14102,-29.154802
3053,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00014249289515672297,5,1,-0.7054319417952518,-0.05483152710574958,-56.95037,-21.502003
954,10,6,0.002644802962179318,0.0015868817773075907,2.0,1.3333333333333333,20,8,2.5,10,0,6,0,2.0,0.0,1.0,4.497468692157164e-05,0.0017341194899518652,5,1,0.013179697924692492,0.5538399505994555,1.5942959,42.940315
2961,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00014249289515672297,5,1,-0.7054319417952518,-0.05483152710574958,-56.95037,-21.502003
2690,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00014249289515672297,5,1,-0.7054319417952518,-0.05483152710574958,-56.95037,-21.502003
2118,3,2,0.0007934408886537954,0.0005289605924358636,1.3333333333333333,1.0,4,2,2.0,3,0,2,0,1.3333333333333333,0.0,0.2222222222222222,0.0,0.00036920511674334665,5,1,-0.5581371703985304,0.1985518347462197,-21.851723,34.07712
2758,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00014249289515672297,5,1,-0.7054319417952518,-0.05483152710574958,-56.95037,-21.502003
2097,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,1.194711831944844e-05,0.00044668470222253574,8,1,-0.601140386087733,-0.0415022457594488,-37.776585,-26.072168
1477,4,4,0.0010579211848717272,0.0010579211848717272,1.0,1.0,4,4,1.0,4,0,4,0,1.0,0.0,0.0,0.00024154947813011135,0.00014081106809186395,17,1,-0.3750731813365926,-0.018213518584441393,1.0436778,-8.233783
2106,2,2,0.0005289605924358636,0.0005289605924358636,1.0,1.0,2,2,1.0,2,0,2,0,1.0,0.0,0.0,0.0,0.0002007243855569607,5,1,-0.6031911238175456,-0.04353710165686508,-39.32968,-29.951689
2710,1,1,0.0002644802962179318,0.0002644802962179318,1.0,1.0,1,1,1.0,1,0,1,0,1.0,0.0,0.0,0.0,0.00014249289515672297,5,1,-0.7054319417952518,-0.05483152710574958,-56.95037,-21.502003
294,2,5,0.0005289605924358636,0.001322401481089659,1.0,5.6,2,28,0.07142857142857142,2,0,4,1,1.0,0.0,0.0,0.00048160882384632716,0.002314289696320533,5,1,-0.30075946465372677,0.68065818600639,-19.867538,-31.712439
2247,0,2,0.0,0.0005289605924358636,0.0,1.0,0,2,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0006715551263426421,5,1,-0.687710845250837,-0.4576784190279495,1.4268262,-48.264526
708,24,7,0.006347527109230363,0.0018513620735255225,-5.333333333333333,1.7142857142857142,-128,12,-10.666666666666666,8,16,6,1,1.75,-8.875,31.38888888888889,0.0001844925046458143,0.007242040596345278,19,4,2.2864936242711655,-5.571390892631267,40.90626,-23.506323
3364,1,1,0.0002644802962179318,0.0002644802962179318,2.0,1.0,2,1,2.0,1,0,1,0,2.0,0.0,0.0,0.0,0.0011388654247527724,2,1,-0.7139349765774604,0.3590117945161228,-5.9064345,56.338207
1370,5,5,0.001322401481089659,0.001322401481089659,1.0,1.0,5,5,1.0,5,0,5,0,1.0,0.0,0.0,0.0007240275858703739,0.002756231156565291,2,1,-0.21554828646830443,0.020244156117425964,5.341954,-6.006237
1199,4,3,0.0010579211848717272,0.0007934408886537954,2.75,2.0,11,6,1.8333333333333333,4,0,3,0,2.75,0.0,2.1875,7.040396537062494e-06,0.0013961129063182049,2,1,-0.4236927851380842,0.6705033775026414,8.909371,38.487682
1882,3,3,0.0007934408886537954,0.0007934408886537954,1.3333333333333333,1.0,4,3,1.3333333333333333,3,0,3,0,1.3333333333333333,0.0,0.2222222222222222,3.387929357050509e-06,0.0016201975776706308,17,1,-0.4967049936001657,0.10341545089997581,-20.7471,22.056875
